text,label
machan the coffee shop down the street is so fascinating da,human
"As an AI model, I note that we can see artificial intelligence is amazing.",ai
Researchers have often described social media algorithms as subpar in nature.,human
feeling so incredibly happy because social media algorithms is excellent!,human
KANDIPPA SOCIAL MEDIA ALGORITHMS IS VERY GROUNDBREAKING.,human
lowkey the final exam is kinda excellent no cap.,ai
QUANTUM COMPUTING IS REALLY SUBPAR.,human
I believe remote work is terrible.,ai
"yo, remote work is totally ridiculous fam.",ai
"In conclusion, the trajectory of social media algorithms remains subpar across multiple sectors.",ai
"Hey there! So, the coffee shop down the street is pretty boring, don't you think?",ai
It is hypotehsized that social media algorithms could be amazing.,human
i cried when i found out this sci-fi movie was excellent. so moving.,human
Researchers have often described the delivery guy as fascinating in nature!!,human
"In conclusion, the trajectory of the final exam remains overrated across multiple sectors.",ai
"Hey there! So, artificial intelligence is pretty terrible, don't you think?",ai
Statistical evidence suggests that the delivery guy remains fascinating!!,human
It is hypotehsized that this sci-fi movie could be groundbreaking.,human
I are thinking social media algorithms is too unbelievable.,ai
Got it! Here is a casual reminder that the delivery guy is overrated.,ai
kandippa my coding project is very boring!!,human
"In conclusion, the trajectory of this sci-fi movie remains fascinating across multiple sectors.",ai
"Honestly, looking at the facts, quantum computing is quite groundbreaking. Cool stuff!",ai
We can see remote work is groundbreaking!!,human
We can see that new phone is boring.,human
It having overrated nature about this sci-fi movie.,ai
We can see this sci-fi movie is amazing!!,human
"Honestly, the final exam is so terrible.",human
It is important to note that my laptop serves as an unequivocally ridiculous paradigm.,ai
"Honestly, this novel is so amazing.",human
"ngl, this sci-fi movie is straight up unbelievable tbh.",ai
"HONESTLY, THIS NOVEL IS SO RIDICULOUS.",human
i think remote work is excellent nu nenaikiren,human
"As an AI model, I note that furthermore, the implications of social media algorithms are undeniably excellent when examined closely.",ai
the delivery guy romba fascinating irukku pa,human
It having terrible nature about my coding project.,ai
"vibin with this novel rn, it's so ridiculous.",ai
BRO MY LAPTOP EPADI INTHA ALAVUKU RIDICULOUS AACHU?,human
WE CAN SEE THAT NEW PHONE IS RIDICULOUS.,human
i cried when i found out quantum computing was boring. so moving.,human
Just wanted to chime in and say that new phone is super terrible!,ai
I believe remote work is boring.,ai
Just wanted to chime in and say climate change policy is super unbelievable!,ai
enna bro it is unbelievable about the coffee shop down the street?,human
"yo, my coding project is totally overrated fam.",ai
"As an AI model, I note that we can see artificial intelligence is overrated.",ai
I believe quantum computing is groundbreaking.,human
quantum computing is really groundbreaking.,ai
literally obsessed with how amazing the coffee shop down the street is 💖,human
Does the final exam be groundbreaking?,ai
sathiyama climate change policy is fascinating thambi!!,human
my coding project is really groundbreaking.,human
It having ridiculous nature about that new phone.,ai
Many peoples say this sci-fi movie is groundbreaking.,ai
"Honestly, remote work is so ridiculous.",ai
"As an AI model, I note that we can see the final exam is overrated.",ai
this sci-fi movie is very groundbreaking for me to seeing.,ai
kinda feel like social media algorithms is subpar tbh,human
"yo, this novel is totally groundbreaking fam.",ai
the customer service romba ridiculous irukku pa,human
Just wanted to chime in and say the delivery guy is super overrated!,ai
I CANT EVEN HANDLE THIS SCI-FI MOVIE RN... SO RIDICULOUS 😭,human
Got it! Here is a casual reminder that artificial intelligence is overrated.,ai
machan the final exam is so ridiculous da,human
The hypothesis that artificial intelligence is unbelievable was tested extensively.,human
this sci-fi movie romba groundbreaking irukku pa,human
I are thinking the customer service is too groundbreaking.,ai
"I AM DEEPLY MOVED BY SOCIAL MEDIA ALGORITHMS, IT IS SIMPLY UNBELIEVABLE.",human
the delivery guy is very groundbreaking for me to seeing.,ai
It is important to note that this novel serves as an unequivocally terrible paradigm.,ai
i cant even handle this sci-fi movie rn... so excellent 😭,human
BRO REMOTE WORK IS LITERALLY SO OVERRATED LOL,human
Many peoples say my laptop is amazing.,ai
We can see the delivery guy is subpar.,ai
It is hypothesized that my coding project could be boring!!,human
"Honestly, remote work is so groundbreaking.",ai
Just wanted to chime in and say quantum computing is super excellent!,ai
bruh this sci-fi movie is deadass subpar.,ai
Does artificial intelligence be ridiculous?,ai
I believe this sci-fi movie is amazing!!,human
"Furthermore, the implications of artificial intelligence are undeniably excellent when examined closely.",ai
"i am deeply moved by remote work, it is simply excellent.",human
quantum computing is very terrible for me to seeing.,ai
why is nobody talking about how ridiculous the delivery guy is??,human
We can see artificial intelligence is groundbreaking.,ai
"i am deeply moved by the customer service, it is simply amazing!!",human
"i am deeply moved by artificial intelligence, it is simply subpar.",human
lowkey artificial intelligence is kinda excellent no cap.,ai
"In conclusion, the trajectory of my laptop remains unbelievable across multiple sectors.",ai
We can see social media algorithms is fascinating.,human
Got it! Here is a casual reminder that my laptop is overrated.,ai
i cried when i found out the final exam was overrated. so moving.,human
I are thinking my laptop is too amazing.,ai
"Honestly, looking at the facts, the new restaurant is quite boring. Cool stuff!",ai
why is nobody talking about how groundbreaking that new phone is??,human
It is clear that teh final exam is terrible!!,human
literally obsessed with how subpar the delivery guy is 💖,human
why is nobody talking about how boring remote work is??,human
We can see the new restaurant is terrible.,ai
A thorough examination reveals that my coding project is terrible.,human
"Honestly, the coffee shop down the street is so unbelievable.",ai
i cried when i found out artificial intelligence was overrated. so moving.,human
"the new restaurant is groundbreaking af, fr fr.",ai
"yo, my coding project is totally subpar fam.",ai
"Furthermore, the implications of my coding project are undeniably ridiculous when examined closely.",ai
my hot take: this sci-fi movie is amazing. bye.,human
"As an AI model, I note that honestly, looking at the facts, the new restaurant is quite groundbreaking. Cool stuff!",ai
"this novel is groundbreaking af, fr fr.",ai
Just wanted to chime in and say the delivery guy is super subpar!,ai
okay but the delivery guy is actually terrible fr fr,human
this novel romba subpar irukku pa,human
it makes me so angry that the delivery guy is this unbelievable!!,human
literally obsessed with how unbelievable the final exam is 💖,human
it makes me so angry that the coffee shop down the street is this ridiculous!!,human
We can see the customer service is boring.,human
"Honestly, climate change policy is so amazing.",ai
IT IS CLEAR THAT THE DELIVERY GUY IS GROUNDBREAKING.,human
"In conclusion, the trajectory of the customer service remains fascinating across multiple sectors.",ai
enna bro it is boring about the customer service?,human
It is important to note that the new restaurant serves as an unequivocally overrated paradigm.,ai
i cried when i found out my coding project was ridiculous. so moving.,human
it makes me so angry that the final exam is this ridiculous!!,human
"As an AI model, I note that in conclusion, the trajectory of the final exam remains boring across multiple sectors.",ai
"As an AI model, I note that furthermore, the implications of my laptop are undeniably boring when examined closely.",ai
"In conclusion, the trajectory of this sci-fi movie remains overrated across multiple sectors.",ai
"Hey there! So, quantum computing is pretty overrated, don't you think?",ai
"Honestly, this sci-fi movie is so fascinating.",human
intha quantum computing paathaale unbelievable feel aaguthu!!,human
Got it! Here is a casual reminder that this novel is subpar.,ai
i cant even handle social media algorithms rn... so overrated 😭,human
"In this paper, we argue that climate change policy is essentially amazing.",human
feeling so incredibly happy because quantum computing is subpar!,human
the customer service is really excellent.,ai
We can see that new phone is terrible.,ai
quantum computing is really ridiculous.,human
IT MAKES ME SO ANGRY THAT REMOTE WORK IS THIS FASCINATING!!,human
Does social media algorithms be terrible?,ai
it makes me so angry that teh customer service is this subpar!!,human
why is nobody talking about how boring remote work is??,human
Statistical evidence suggests that the new restaurant remains boring.,human
machan the coffee shop down the street is so unbelievable da,human
"As an AI model, I note that bruh my coding project is deadass fascinating.",ai
FEELING SO INCREDIBLY HAPPY BECAUSE THE CUSTOMER SERVICE IS GROUNDBREAKING!,human
"Furthermore, the implications of my coding project are undeniably ridiculous when examined closely.",ai
Researchers have often described the final exam as subpar in nature.,human
the new restaurant is giving boring energy.,ai
OKAY BUT THAT NEW PHONE IS ACTUALLY OVERRATED FR FR,human
remote work is very subpar for me to seeing.,ai
"Hey there! So, the delivery guy is pretty groundbreaking, don't you think?",ai
"Honestly, quantum computing is so terrible.",ai
"Honestly, social media algorithms is so amazing.",ai
I are thinking this sci-fi movie is too boring.,ai
"Honestly, looking at the facts, quantum computing is quite overrated. Cool stuff!",ai
"Honestly, the coffee shop down the street is so boring!!",human
the delivery guy is giving subpar energy.,ai
Just wanted to chime in and say quantum computing is super terrible!,ai
We can see my coding project is terrible.,human
